,Company,Product,TypeName,Ram,Weight,Price_euros,IPS,ppi,Cpu Brand,SSD,HDD,Gpu Brand,OS
418,Dell,Inspiron 3567,Notebook,8,2.14,539.95,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
419,Lenovo,ThinkPad E480,Ultrabook,8,1.75,1215.38,1,157.3505121487356,Intel Core i7,256,0,AMD,Windows
420,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,16,2.0,1899.0,1,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
421,Chuwi,LapBook 12.3,Notebook,6,1.4,449.0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
422,HP,ProBook 650,Notebook,8,2.31,1427.0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
423,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,8,2.3,597.0,0,141.21199808219862,Intel Core i3,0,1024,Nvidia,Others/No OS/Linux
424,Dell,Alienware 17,Gaming,16,4.42,2799.0,1,169.78089942830815,Intel Core i7,256,1024,Nvidia,Windows
425,Dell,Inspiron 7577,Gaming,8,2.62,1159.0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
426,Dell,Inspiron 5570,Notebook,8,2.02,1142.4,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
427,Dell,Latitude 5480,Ultrabook,8,1.6,1099.0,0,157.3505121487356,Intel Core i7,256,0,Intel,Others/No OS/Linux
428,HP,Omen 17-w207nv,Gaming,12,3.35,1999.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
429,Mediacom,FlexBook Edge,2 in 1 Convertible,4,1.16,299.0,1,189.90579052433606,Other Intel Processor,32,0,Intel,Windows
430,Samsung,Chromebook 3,Netbook,4,1.15,269.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
431,Lenovo,Thinkpad 13,Notebook,8,1.4,1010.0,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
432,Lenovo,IdeaPad 320s-14IKB,Notebook,4,1.7,599.0,1,157.3505121487356,Intel Core i3,128,0,Intel,Windows
433,Lenovo,Thinkpad T570,Workstation,16,2.3,2445.0,1,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
434,Lenovo,Thinkpad P51,Notebook,16,2.5,2449.0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
435,Asus,Rog Strix,Gaming,8,3.2,1695.0,0,127.33567457123111,AMD Processor,256,1024,AMD,Windows
436,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,4,2.1,347.0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
437,Google,Pixelbook (Core,Ultrabook,16,1.1,2199.0,0,234.50740003017813,Intel Core i7,512,0,Intel,Others/No OS/Linux
438,Lenovo,ThinkPad T470s,Ultrabook,24,1.32,2382.0,0,209.8006828649808,Intel Core i7,512,0,Intel,Windows
439,Asus,VivoBook Max,Notebook,4,2.0,559.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Others/No OS/Linux
440,Lenovo,IdeaPad 320-15AST,Notebook,8,2.8,519.0,0,106.11306214269258,AMD Processor,0,1024,AMD,Windows
441,Dell,Inspiron 5570,Notebook,4,2.2,749.0,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
442,Lenovo,ThinkPad X270,Ultrabook,8,1.36,1429.0,1,176.23257360658386,Intel Core i5,256,0,Intel,Windows
443,Lenovo,IdeaPad 320-15IAP,Notebook,4,2.2,349.0,0,141.21199808219862,Other Intel Processor,128,0,Intel,Windows
444,HP,Omen 15-AX205na,Gaming,8,2.2,1099.0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
445,Dell,Latitude 5480,Notebook,8,1.64,1179.0,0,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
446,Acer,Aspire ES1-572,Notebook,4,2.4,441.8,0,100.45466986113651,Intel Core i5,0,500,Intel,Others/No OS/Linux
447,Dell,Precision 3520,Workstation,8,2.23,1993.0,0,141.21199808219862,Other Intel Processor,0,1024,Nvidia,Windows
448,MSI,GV62 7RD-1686NL,Gaming,8,2.2,1027.74,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
449,Microsoft,Surface Laptop,Ultrabook,16,1.25,2589.0,0,200.84255993695703,Intel Core i7,512,0,Intel,Windows
450,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,8,1.91,589.0,0,100.45466986113651,Intel Core i5,128,0,Intel,Windows
451,Dell,Precision 3520,Workstation,16,2.17,1975.0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
452,HP,ProBook 650,Workstation,8,2.31,1534.0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
453,Lenovo,ThinkPad T470,Notebook,8,1.65,1345.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
454,Dell,Inspiron 5570,Notebook,8,2.36,979.0,0,141.21199808219862,Intel Core i7,128,1024,AMD,Windows
455,Dell,Inspiron 3168,2 in 1 Convertible,4,1.47,479.0,0,135.0942111925629,Other Intel Processor,0,500,Intel,Windows
456,Dell,Alienware 17,Notebook,8,4.42,2046.0,1,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
457,Microsoft,Surface Laptop,Ultrabook,4,1.252,989.0,0,200.84255993695703,Other Intel Processor,128,0,Intel,Windows
458,Microsoft,Surface Laptop,Ultrabook,8,1.25,1799.0,0,200.84255993695703,Intel Core i7,256,0,Intel,Windows
459,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,8,2.5,639.9,0,106.11306214269258,Intel Core i3,256,0,Intel,Windows
460,Acer,Aspire E5-576G,Notebook,4,2.23,544.0,0,141.21199808219862,Intel Core i3,0,1024,Nvidia,Windows
461,Acer,TravelMate B,Netbook,4,1.4,435.0,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
462,Asus,Pro P2540UA-AB51,Notebook,8,2.37,749.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
463,Lenovo,IdeaPad 510s-14IKB,Notebook,8,1.5,799.0,1,157.3505121487356,Intel Core i7,512,0,AMD,Others/No OS/Linux
464,Lenovo,Thinkpad P51,Notebook,8,2.67,2090.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
465,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,4,2.0,304.0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
466,Acer,Aspire 5,Notebook,4,2.2,469.0,0,100.45466986113651,Intel Core i3,0,500,Nvidia,Windows
467,Dell,Inspiron 5570,Notebook,8,2.02,759.0,0,141.21199808219862,Intel Core i5,0,2048,AMD,Windows
468,HP,Omen 17-an006nv,Gaming,12,3.78,1699.0,1,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
469,Lenovo,Thinkpad T460s,Ultrabook,12,1.4,1858.0,1,209.8006828649808,Intel Core i7,256,0,Intel,Windows
470,HP,Spectre x360,2 in 1 Convertible,8,1.29,1999.0,1,331.2642361026012,Intel Core i7,512,0,Intel,Windows
471,HP,ZBook 15u,Notebook,8,1.9,1154.0,0,141.21199808219862,Intel Core i5,0,500,AMD,Windows
472,Google,Pixelbook (Core,Ultrabook,8,1.1,1275.0,0,234.50740003017813,Intel Core i5,128,0,Intel,Others/No OS/Linux
473,Dell,Latitude 7390,Ultrabook,8,1.42,1841.85,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
474,Asus,ZenBook Pro,Notebook,12,2.06,1299.0,1,282.42399616439724,Intel Core i7,128,1024,Intel,Windows
475,Dell,Latitude E5470,Notebook,8,1.79,740.0,0,111.93520355955211,Intel Core i3,128,0,Intel,Windows
476,Dell,Precision M5520,Workstation,8,1.78,2408.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
477,Lenovo,Thinkpad T470,Notebook,8,1.7,1364.0,0,157.3505121487356,Intel Core i5,180,0,Intel,Windows
478,Dell,Inspiron 3576,Notebook,8,2.2,675.0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
479,Toshiba,Portege X30-D-10J,Notebook,8,1.05,1672.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
480,Dell,Inspiron 7570,Notebook,8,2.16,1262.0,1,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
481,Dell,Vostro 3568,Notebook,4,2.18,586.6,0,100.45466986113651,Intel Core i3,0,1024,Intel,Windows
482,HP,ProBook 430,Notebook,4,1.49,726.0,1,165.6321180513006,Intel Core i5,128,0,Intel,Windows
483,Chuwi,"Lapbook 15,6",Notebook,4,1.89,248.9,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
484,Lenovo,ThinkPad E570,Notebook,4,2.3,565.0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
485,Lenovo,ThinkPad E480,Notebook,8,1.75,1049.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
486,Dell,Precision 3520,Workstation,16,2.17,2338.0,1,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
487,Dell,XPS 15,Notebook,16,2.06,1899.0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
488,Lenovo,Thinkpad X270,Ultrabook,16,1.36,1798.0,1,176.23257360658386,Intel Core i7,512,0,Intel,Windows
489,Asus,Zenbook UX390UA,Ultrabook,16,0.91,1950.0,0,176.23257360658386,Intel Core i7,512,0,Intel,Windows
490,Lenovo,Thinkpad E570,Notebook,8,2.3,1011.99,1,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
491,Toshiba,Portege X30-D-10L,Ultrabook,32,1.05,2799.0,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
492,Asus,VivoBook Pro,Gaming,8,1.99,1350.0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
493,Acer,Aspire 5,Notebook,8,2.2,579.0,0,100.45466986113651,AMD Processor,0,1024,AMD,Windows
494,Asus,Rog G752VL-UH71T,Gaming,24,4.33,1269.0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
495,Lenovo,Thinkpad X260,Ultrabook,8,1.3,1099.0,1,125.36742798669837,Intel Core i5,180,0,Intel,Windows
496,Lenovo,Ideapad 520-15IKBR,Notebook,8,2.17,898.9,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
497,HP,EliteBook 840,Notebook,8,1.48,1749.0,0,157.3505121487356,Intel Core i7,1024,0,Intel,Windows
498,Lenovo,ThinkPad 13,Notebook,8,1.4,949.0,1,165.6321180513006,Intel Core i3,256,0,Intel,Windows
499,Lenovo,ThinkPad L570,Notebook,8,2.3,911.0,1,141.21199808219862,Intel Core i5,256,0,Intel,Windows
500,Asus,VivoBook E201NA,Netbook,4,1.2,340.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
501,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,8,1.91,618.99,0,100.45466986113651,Intel Core i5,256,0,AMD,Windows
502,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,8,1.4,1599.0,1,158.48253022174808,Intel Core i5,256,0,Intel,Windows
503,Lenovo,IdeaPad 320-14IAP,Notebook,4,2.1,299.0,0,111.93520355955211,Other Intel Processor,0,500,Intel,Windows
504,Lenovo,Chromebook N23,Netbook,4,1.25,265.0,0,135.0942111925629,Other Intel Processor,16,0,Intel,Others/No OS/Linux
505,Lenovo,ThinkPad 13,Notebook,8,1.44,949.0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
506,Asus,ZenBook UX510UX-CN211T,Notebook,8,2.0,1224.0,0,141.21199808219862,Intel Core i7,256,1024,Intel,Windows
507,Acer,Aspire A515-51G-59QF,Notebook,4,2.2,613.0,1,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
508,HP,Envy 13-AB002nv,Ultrabook,8,1.34,1323.0,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
509,Lenovo,Legion Y520-15IKBN,Gaming,8,2.4,1149.0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Others/No OS/Linux
510,Dell,XPS 13,Ultrabook,8,1.29,899.0,1,165.6321180513006,Intel Core i5,128,0,Intel,Windows
511,Acer,Aspire A515-51G,Notebook,4,2.2,639.0,0,141.21199808219862,Intel Core i7,0,500,Nvidia,Windows
512,Dell,Vostro 5568,Notebook,8,2.18,836.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
513,Dell,Inspiron 5570,Notebook,16,2.2,1219.24,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
514,Xiaomi,Mi Notebook,Notebook,16,1.95,1399.95,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Others/No OS/Linux
515,Asus,VivoBook E12,Netbook,2,1.1,245.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
516,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,4,2.04,521.47,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
517,Asus,ROG Zephyrus,Gaming,24,2.24,2968.0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
518,HP,Probook 450,Notebook,8,2.04,889.0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
519,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,16,3.0,1504.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
520,Lenovo,Legion Y720-15IKB,Gaming,8,3.2,1399.0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
521,HP,Spectre X360,Ultrabook,8,1.32,1399.0,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
522,Dell,Latitude 5480,Notebook,8,1.64,1279.73,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
523,HP,ProBook 440,Notebook,4,1.63,689.0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
524,Dell,Inspiron 5770,Notebook,8,2.8,889.0,1,127.33567457123111,Intel Core i5,128,1024,AMD,Others/No OS/Linux
525,Lenovo,ThinkPad L470,Notebook,8,2.02,1340.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
526,Lenovo,IdeaPad 320-15IKB,Notebook,4,2.2,799.0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
527,Lenovo,IdeaPad 320-15ISK,Notebook,8,2.2,459.0,0,100.45466986113651,Intel Core i3,0,2048,Nvidia,Others/No OS/Linux
528,Dell,Inspiron 3567,Notebook,4,2.3,585.0,0,141.21199808219862,Intel Core i5,0,500,AMD,Windows
529,Dell,Latitude 5580,Notebook,8,1.9,1377.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
530,Dell,Alienware 17,Gaming,16,4.42,3012.77,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
531,Toshiba,Satellite Pro,Notebook,8,2.0,860.0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
532,Asus,Zenbook UX510UW-FI095T,Notebook,8,2.0,1299.0,1,282.42399616439724,Intel Core i7,256,1024,Nvidia,Windows
533,Mediacom,SmartBook Edge,Notebook,4,1.2,369.0,1,165.6321180513006,Other Intel Processor,32,0,Intel,Windows
534,Asus,ROG Strix,Gaming,8,2.3,1649.0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
535,Dell,Latitude 5580,Notebook,8,1.93,1369.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
536,Dell,Inspiron 5570,Notebook,8,2.2,797.41,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
537,HP,250 G6,Notebook,4,1.86,398.99,0,141.21199808219862,Other Intel Processor,256,0,Intel,Windows
538,HP,Omen 15-ce006nv,Gaming,12,2.62,1799.0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
539,Lenovo,Thinkpad E470,Notebook,8,1.87,859.0,1,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
540,Dell,XPS 13,Ultrabook,8,1.2,1399.0,0,276.053530085501,Intel Core i7,256,0,Intel,Windows
541,Dell,Vostro 5468,Notebook,4,1.6,735.87,0,157.3505121487356,Intel Core i3,128,0,Intel,Windows
542,HP,Envy 13-AB020nr,Ultrabook,8,1.34,1145.0,1,276.053530085501,Intel Core i7,256,0,Intel,Windows
543,Acer,Aspire 7,Gaming,8,2.4,798.0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
544,Asus,VivoBook X540YA-XX519T,Notebook,4,2.0,349.0,0,100.45466986113651,AMD Processor,0,500,AMD,Windows
545,HP,ProBook 450,Notebook,4,2.1,705.5,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
546,Lenovo,ThinkPad E470,Notebook,4,1.87,785.0,0,157.3505121487356,Intel Core i5,0,500,Intel,Windows
547,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,4,2.15,462.35,0,141.21199808219862,Intel Core i5,0,1024,Intel,Others/No OS/Linux
548,HP,250 G6,Notebook,4,1.86,397.0,0,141.21199808219862,Intel Core i3,0,500,Intel,Windows
549,Lenovo,ThinkPad T570,Notebook,8,1.99,1729.0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
550,Lenovo,IdeaPad 320-15ISK,Notebook,4,2.2,499.0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
551,Dell,Latitude 5580,Notebook,8,1.9,1116.99,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
552,Dell,Alienware 17,Gaming,16,4.42,2699.0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
553,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,8,2.65,544.15,0,106.11306214269258,Intel Core i3,0,1024,Intel,Windows
554,HP,ProBook 470,Notebook,8,2.63,1280.0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
555,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,4,2.0,224.0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Others/No OS/Linux
556,Mediacom,SmartBook 130,Notebook,4,1.35,255.0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
557,Lenovo,IdeaPad 320-17IKB,Notebook,6,2.8,949.0,0,106.11306214269258,Intel Core i7,128,1024,Nvidia,Windows
558,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,6,1.91,568.9,1,141.21199808219862,AMD Processor,128,0,AMD,Windows
559,Dell,Vostro 3568,Notebook,4,2.18,617.9,0,100.45466986113651,Intel Core i3,0,1024,AMD,Windows
560,Acer,Spin SP111-31,2 in 1 Convertible,4,1.25,349.0,1,189.90579052433606,Other Intel Processor,0,0,Intel,Windows
561,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,4,2.05,630.0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
562,HP,EliteBook 1030,Ultrabook,16,1.16,1965.0,1,276.053530085501,Other Intel Processor,512,0,Intel,Windows
563,Lenovo,Thinkpad P71,Notebook,8,3.4,2999.0,1,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
564,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,8,2.5,839.0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
565,Dell,XPS 13,Ultrabook,8,1.21,1599.0,1,331.2642361026012,Intel Core i5,128,0,Intel,Windows
566,Dell,Latitude 5580,Notebook,4,1.93,959.0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
567,Fujitsu,Lifebook A557,Notebook,8,2.2,739.0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
568,Lenovo,IdeaPad 320-15IAP,Notebook,4,2.2,344.0,0,141.21199808219862,Other Intel Processor,0,500,Intel,Windows
569,Lenovo,ThinkPad L470,Notebook,4,2.02,990.0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
570,HP,ZBook 17,Workstation,8,3.14,1860.99,0,106.11306214269258,Intel Core i5,0,500,Nvidia,Windows
571,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,8,1.94,389.0,0,111.93520355955211,Other Intel Processor,0,2048,Intel,Windows
572,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,6,1.95,649.0,1,141.21199808219862,AMD Processor,256,0,AMD,Windows
573,Lenovo,Thinkpad E570,Notebook,8,2.3,830.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
574,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,4,2.05,685.0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
575,Mediacom,SmartBook 141,Notebook,4,1.4,249.0,0,157.3505121487356,Other Intel Processor,32,0,Intel,Windows
576,Toshiba,Tecra X40-D-10H,Ultrabook,16,1.24,1865.0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
577,Lenovo,IdeaPad Y910-17ISK,Gaming,32,4.6,2663.0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
578,MSI,GT73VR Titan,Gaming,16,4.14,2729.0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
579,Dell,Inspiron 3567,Notebook,8,2.2,749.01,0,141.21199808219862,Intel Core i7,256,0,AMD,Others/No OS/Linux
580,Mediacom,SmartBook Edge,Notebook,4,1.45,389.0,1,157.3505121487356,Other Intel Processor,32,0,Intel,Windows
581,Dell,Latitude 5580,Notebook,8,1.9,1008.52,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
582,HP,ProBook 430,Notebook,4,1.49,719.0,0,165.6321180513006,Intel Core i3,128,0,Intel,Windows
583,Dell,Latitude 5580,Notebook,16,1.93,1537.39,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
584,Dell,Chromebook 11,Netbook,4,1.26,295.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
585,MSI,GT80S 6QE,Gaming,16,4.5,2349.0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
586,HP,Omen 17-AN010nv,Gaming,16,3.78,1498.0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
587,Lenovo,Thinkpad T460s,Ultrabook,12,1.4,1673.0,1,157.3505121487356,Intel Core i7,256,0,Intel,Windows
588,Lenovo,Ideapad 320-15IKBR,Notebook,12,2.2,609.0,0,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
589,Asus,ROG Strix,Gaming,8,2.73,1770.0,1,127.33567457123111,Intel Core i5,128,1024,Nvidia,Windows
590,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,8,2.2,739.0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
591,Lenovo,IdeaPad 320-15ABR,Notebook,12,2.2,949.0,0,141.21199808219862,AMD Processor,512,0,AMD,Windows
592,Dell,Inspiron 3179,2 in 1 Convertible,4,1.39,603.0,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
593,Samsung,Notebook Odyssey,Notebook,16,2.5,1699.0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
594,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,4,2.8,529.0,0,127.33567457123111,Intel Core i3,0,500,Intel,Others/No OS/Linux
595,Lenovo,IdeaPad 110-15ISK,Notebook,8,2.29,459.0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Windows
596,Lenovo,ThinkPad Yoga,2 in 1 Convertible,8,1.37,2025.0,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
597,Lenovo,Thinkpad T470p,Notebook,8,1.7,1474.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
598,Dell,Latitude 5289,2 in 1 Convertible,8,1.34,1670.0,0,176.23257360658386,Intel Core i5,256,0,Intel,Windows
599,Dell,Precision 3520,Workstation,8,2.06,1763.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
600,HP,EliteBook 850,Notebook,8,1.84,1219.0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
601,HP,ProBook 450,Notebook,4,2.1,668.48,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
602,Acer,Aspire 1,Notebook,4,1.6,329.0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
603,MSI,Laptop MSI,Gaming,16,4.14,2199.0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
604,Dell,Vostro 3568,Notebook,4,2.18,465.0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Others/No OS/Linux
605,MSI,GS63VR 7RF,Gaming,16,1.8,2299.0,0,282.42399616439724,Intel Core i7,256,2048,Nvidia,Windows
606,Toshiba,Tecra Z50-C-144,Notebook,8,2.2,1399.0,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
607,Lenovo,IdeaPad 310-15IKB,Notebook,6,2.4,564.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
608,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,8,2.0,1299.0,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
609,Acer,Swift SF114-31-P5HY,Notebook,4,1.6,349.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
610,Lenovo,Thinkpad P51,Notebook,32,2.5,4899.0,1,282.42399616439724,Other Intel Processor,1024,0,Nvidia,Windows
611,Dell,Inspiron 7559,Gaming,16,2.59,879.01,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
612,Dell,Vostro 3568,Notebook,4,2.18,443.9,0,100.45466986113651,Intel Core i3,0,1024,Intel,Others/No OS/Linux
613,Dell,Inspiron 3567,Notebook,4,2.25,359.0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Others/No OS/Linux
614,Dell,Latitude 5580,Notebook,4,1.93,869.0,0,100.45466986113651,Intel Core i5,0,500,Intel,Others/No OS/Linux
615,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,8,3.0,1168.0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
616,Dell,Vostro 3568,Notebook,4,2.18,569.0,0,141.21199808219862,Intel Core i5,128,0,AMD,Others/No OS/Linux
617,HP,EliteBook 850,Ultrabook,8,1.84,1389.0,0,141.21199808219862,Intel Core i7,512,0,Intel,Windows
618,MSI,GT62VR 7RE,Gaming,16,2.94,2267.86,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
619,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,4,1.25,379.0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
620,HP,ProBook 650,Notebook,8,2.31,1124.0,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
621,Lenovo,ThinkPad T470,Notebook,8,1.65,1465.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
622,Dell,Inspiron 5570,Notebook,4,2.2,776.0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
623,Fujitsu,LifeBook A557,Notebook,8,2.2,799.0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
624,HP,EliteBook 850,Notebook,4,1.88,932.0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
625,Lenovo,IdeaPad 320-15IKB,Notebook,8,2.2,899.0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
626,Mediacom,SmartBook 140,Notebook,2,1.4,239.0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
627,Lenovo,IdeaPad 320-15IKBN,Notebook,4,2.2,468.0,0,141.21199808219862,Intel Core i5,128,0,Intel,Others/No OS/Linux
628,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,6,1.5,639.01,0,165.6321180513006,Intel Core i5,0,1024,Intel,Windows
